;熔炼物品特效配置文件
皓尊权杖;151;4121;-1;0;0;0;21;1020;18;0;0;29;1200;37;0;8;154;4141;-1;0;0;0;21;1040;18;0;0;29;4800;37;0;8;157;4161;-1;0;0;0;21;1060;18;0;0;29;8400;37;0;8;
皓尊宝扇;155;4120;-1;0;0;0;21;950;18;0;0;29;2400;37;0;4;155;4140;-1;0;0;0;21;970;18;0;0;29;6000;37;0;4;158;4160;-1;0;0;0;21;990;18;0;0;29;9600;37;0;4;
皓尊战甲(男);150;4123;-1;0;0;0;21;1200;10;0;0;29;0;33;1;4;151;4143;-1;0;0;0;21;1230;10;0;1;29;1200;33;0;4;152;4163;-1;0;0;0;21;1260;10;0;0;29;2400;33;1;4;
皓尊战甲(女);150;4122;-1;0;0;0;21;1210;10;0;0;29;600;33;1;4;151;4142;-1;0;0;0;21;1240;10;0;1;29;1800;33;0;4;152;4162;-1;0;0;0;21;1270;10;0;0;29;3000;33;1;4;
皓尊魔衣(男);150;4123;-1;0;0;0;21;1200;10;0;0;29;0;33;1;4;151;4143;-1;0;0;0;21;1230;10;0;1;29;1200;33;0;4;152;4163;-1;0;0;0;21;1260;10;0;0;29;2400;33;1;4;
皓尊魔衣(女);150;4122;-1;0;0;0;21;1210;10;0;0;29;600;33;1;4;151;4142;-1;0;0;0;21;1240;10;0;1;29;1800;33;0;4;152;4162;-1;0;0;0;21;1270;10;0;0;29;3000;33;1;4;
皓尊道袍(男);150;4123;-1;0;0;0;21;1200;10;0;0;29;0;33;1;4;151;4143;-1;0;0;0;21;1230;10;0;1;29;1200;33;0;4;152;4163;-1;0;0;0;21;1260;10;0;0;29;2400;33;1;4;
皓尊道袍(女);150;4122;-1;0;0;0;21;1210;10;0;0;29;600;33;1;4;151;4142;-1;0;0;0;21;1240;10;0;1;29;1800;33;0;4;152;4162;-1;0;0;0;21;1270;10;0;0;29;3000;33;1;4;
神龙战刃;168;4189;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;8;171;4190;-1;0;0;0;21;1090;10;0;0;29;21600;37;0;8;174;4191;-1;0;0;0;21;1100;10;0;0;29;25200;37;0;8;
神龙权杖;169;4192;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;8;172;4193;-1;0;0;0;21;1170;10;0;0;29;22800;37;0;8;175;4194;-1;0;0;0;21;1180;10;0;0;29;26400;37;0;8;
神龙宝扇;170;4195;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;8;173;4196;-1;0;0;0;21;1120;11;0;0;29;24000;37;0;8;176;4197;-1;0;0;0;21;1140;11;0;0;29;27600;37;0;8;
神龙战甲(男);156;4198;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;157;4200;-1;0;0;0;21;1120;11;0;0;29;-1;37;0;4;157;4200;-1;0;0;0;21;1290;8;0;0;29;7200;33;0;4;
神龙战甲(女);156;4199;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;157;4201;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;157;4201;-1;0;0;0;21;1300;8;0;0;29;7800;33;0;4;
神龙魔衣(男);156;4198;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;157;4200;-1;0;0;0;21;1120;11;0;0;29;-1;37;0;4;157;4200;-1;0;0;0;21;1290;8;0;0;29;7200;33;0;4;
神龙魔衣(女);156;4199;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;157;4201;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;157;4201;-1;0;0;0;21;1300;8;0;0;29;7800;33;0;4;
神龙道袍(男);156;4198;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;157;4200;-1;0;0;0;21;1120;11;0;0;29;-1;37;0;4;157;4200;-1;0;0;0;21;1290;8;0;0;29;7200;33;0;4;
神龙道袍(女);156;4199;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;157;4201;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;157;4201;-1;0;0;0;21;1300;8;0;0;29;7800;33;0;4;
真龙战刃;168;4189;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;8;171;4190;-1;0;0;0;21;1090;10;0;0;29;21600;37;0;8;174;4191;-1;0;0;0;21;1100;10;0;0;29;25200;37;0;8;
真龙权杖;169;4192;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;8;172;4193;-1;0;0;0;21;1170;10;0;0;29;22800;37;0;8;175;4194;-1;0;0;0;21;1180;10;0;0;29;26400;37;0;8;
真龙宝扇;170;4195;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;8;173;4196;-1;0;0;0;21;1120;11;0;0;29;24000;37;0;8;176;4197;-1;0;0;0;21;1140;11;0;0;29;27600;37;0;8;
真龙战甲(男);156;4198;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;157;4200;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;157;4200;-1;0;0;0;21;1290;8;0;0;29;7200;33;0;4;
真龙战甲(女);156;4199;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;157;4201;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;157;4201;-1;0;0;0;21;1300;8;0;0;29;7800;33;0;4;
真龙魔衣(男);156;4198;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;157;4200;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;157;4200;-1;0;0;0;21;1290;8;0;0;29;7200;33;0;4;
真龙魔衣(女);156;4199;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;157;4201;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;157;4201;-1;0;0;0;21;1300;8;0;0;29;7800;33;0;4;
真龙道袍(男);156;4198;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;157;4200;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;157;4200;-1;0;0;0;21;1290;8;0;0;29;7200;33;0;4;
真龙道袍(女);156;4199;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;157;4201;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;157;4201;-1;0;0;0;21;1300;8;0;0;29;7800;33;0;4;
金羊战盔;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5012;-1;0;0;0;21;720;26;94;0;29;-1;33;0;4;
金羊法冠;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5012;-1;0;0;0;21;720;26;94;0;29;-1;33;0;4;
金羊道盔;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5012;-1;0;0;0;21;720;26;94;0;29;-1;33;0;4;
金羊腰带(战);0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5011;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊腰带(法);0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5011;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊腰带(道);0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5011;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊战靴;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5010;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊魔靴;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5010;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊道靴;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5010;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊项链(战);0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5009;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊项链(法);0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5009;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊项链(道);0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5009;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊护腕(战);0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5008;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊护腕(法);0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5008;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊护腕(道);0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5008;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊战戒;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5007;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊魔戒;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5007;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊道戒;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5007;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊战勋;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5035;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊法勋;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5035;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
金羊道勋;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5035;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
邪眼金羊魔戒;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5007;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
邪眼金羊道戒;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5007;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
邪眼金羊战戒;0;0;-1;0;0;0;21;-1;10;0;0;29;-1;37;0;4;0;0;-1;0;0;0;21;-1;0;0;0;29;-1;37;0;4;0;5007;-1;0;0;0;21;720;26;16;14;29;-1;33;0;4;
