;物品特效配置文件
仙鹤·灵蛇战刃	0	0	0	0	0	1350	12	0	0	5	0	7	0	4
仙鹤·灵蛇权杖	0	0	0	0	0	1430	10	0	0	5	1200	7	0	4
仙鹤·灵蛇宝扇	0	0	0	0	0	1390	12	0	0	5	2400	7	0	4
神雕·灵蛇战刃	0	0	0	0	0	1350	12	0	0	5	0	7	0	4
神雕·灵蛇权杖	0	0	0	0	0	1430	10	0	0	5	1200	7	0	4
神雕·灵蛇宝扇	0	0	0	0	0	1390	12	0	0	5	2400	7	0	4
朱雀·灵蛇战刃	0	0	0	0	0	1350	12	0	0	5	0	7	0	4
朱雀·灵蛇权杖	0	0	0	0	0	1430	10	0	0	5	1200	7	0	4
朱雀·灵蛇宝扇	0	0	0	0	0	1390	12	0	0	5	2400	7	0	4
玄武·灵蛇战刃	0	0	0	0	0	1350	12	0	0	5	0	7	0	4
玄武·灵蛇权杖	0	0	0	0	0	1430	10	0	0	5	1200	7	0	4
玄武·灵蛇宝扇	0	0	0	0	0	1390	12	0	0	5	2400	7	0	4
白虎·灵蛇战刃	0	0	0	0	0	1350	12	0	0	5	0	7	0	4
白虎·灵蛇权杖	0	0	0	0	0	1430	10	0	0	5	1200	7	0	4
白虎·灵蛇宝扇	0	0	0	0	0	1390	12	0	0	5	2400	7	0	4
青龙·灵蛇战刃	0	0	0	0	0	1350	12	0	0	5	0	7	0	4
青龙·灵蛇权杖	0	0	0	0	0	1430	10	0	0	5	1200	7	0	4
青龙·灵蛇宝扇	0	0	0	0	0	1390	12	0	0	5	2400	7	0	4
飞燕·神蛇战刃	0	0	0	0	0	1370	12	0	0	5	3600	7	0	4
飞燕·神蛇权杖	0	0	0	0	0	1450	10	80	55	5	4800	7	0	4
飞燕·神蛇宝扇	0	0	0	0	0	1410	12	0	0	5	6000	7	0	4
仙鹤·神蛇战刃	0	0	0	0	0	1370	12	0	0	5	3600	7	0	4
仙鹤·神蛇权杖	0	0	0	0	0	1450	10	80	55	5	4800	7	0	4
仙鹤·神蛇宝扇	0	0	0	0	0	1410	12	0	0	5	6000	7	0	4
神雕·神蛇战刃	0	0	0	0	0	1370	12	0	0	5	3600	7	0	4
神雕·神蛇权杖	0	0	0	0	0	1450	10	80	55	5	4800	7	0	4
神雕·神蛇宝扇	0	0	0	0	0	1410	12	0	0	5	6000	7	0	4
朱雀·神蛇战刃	0	0	0	0	0	1370	12	0	0	5	3600	7	0	4
朱雀·神蛇权杖	0	0	0	0	0	1450	10	80	55	5	4800	7	0	4
朱雀·神蛇宝扇	0	0	0	0	0	1410	12	0	0	5	6000	7	0	4
玄武·神蛇战刃	0	0	0	0	0	1370	12	0	0	5	3600	7	0	4
玄武·神蛇权杖	0	0	0	0	0	1450	10	80	55	5	4800	7	0	4
玄武·神蛇宝扇	0	0	0	0	0	1410	12	0	0	5	6000	7	0	4
白虎·神蛇战刃	0	0	0	0	0	1370	12	0	0	5	3600	7	0	4
白虎·神蛇权杖	0	0	0	0	0	1450	10	80	55	5	4800	7	0	4
白虎·神蛇宝扇	0	0	0	0	0	1410	12	0	0	5	6000	7	0	4
青龙·神蛇战刃	0	0	0	0	0	1370	12	0	0	5	3600	7	0	4
青龙·神蛇权杖	0	0	0	0	0	1450	10	80	55	5	4800	7	0	4
青龙·神蛇宝扇	0	0	0	0	0	1410	12	0	0	5	6000	7	0	4
飞燕·皓尊战刃	65535	0	0	0	8	920	18	0	0	5	7200	6	0	4
飞燕·皓尊权杖	65535	0	0	0	8	1060	18	0	0	5	8400	6	0	4
飞燕·皓尊宝扇	65535	0	0	0	8	990	18	0	0	5	9600	6	0	4
仙鹤·皓尊战刃	65535	0	0	0	8	920	18	0	0	5	7200	6	0	4
仙鹤·皓尊权杖	65535	0	0	0	8	1060	18	0	0	5	8400	6	0	4
仙鹤·皓尊宝扇	65535	0	0	0	8	990	18	0	0	5	9600	6	0	4
神雕·皓尊战刃	65535	0	0	0	8	920	18	0	0	5	7200	6	0	4
神雕·皓尊权杖	65535	0	0	0	8	1060	18	0	0	5	8400	6	0	4
神雕·皓尊宝扇	65535	0	0	0	8	990	18	0	0	5	9600	6	0	4
朱雀·皓尊战刃	65535	0	0	0	8	920	18	0	0	5	7200	6	0	4
朱雀·皓尊权杖	65535	0	0	0	8	1060	18	0	0	5	8400	6	0	4
朱雀·皓尊宝扇	65535	0	0	0	8	990	18	0	0	5	9600	6	0	4
玄武·皓尊战刃	65535	0	0	0	8	920	18	0	0	5	7200	6	0	4
玄武·皓尊权杖	65535	0	0	0	8	1060	18	0	0	5	8400	6	0	4
玄武·皓尊宝扇	65535	0	0	0	8	990	18	0	0	5	9600	6	0	4
白虎·皓尊战刃	65535	0	0	0	8	920	18	0	0	5	7200	6	0	4
白虎·皓尊权杖	65535	0	0	0	8	1060	18	0	0	5	8400	6	0	4
白虎·皓尊宝扇	65535	0	0	0	8	990	18	0	0	5	9600	6	0	4
青龙·皓尊战刃	65535	0	0	0	8	920	18	0	0	5	7200	6	0	4
青龙·皓尊权杖	65535	0	0	0	8	1060	18	0	0	5	8400	6	0	4
青龙·皓尊宝扇	65535	0	0	0	8	990	18	0	0	5	9600	6	0	4
飞燕·热血战刃	0	0	0	0	8	3500	14	0	0	8	3600	3	0	8
飞燕·热血权杖	2540	1	0	0	5	3520	14	0	0	8	4800	3	0	8
飞燕·热血宝扇	2540	1	0	0	5	3480	14	0	0	8	6000	3	0	8
仙鹤·热血战刃	0	0	0	0	8	3500	14	0	0	8	3600	3	0	8
仙鹤·热血权杖	2540	1	0	0	5	3520	14	0	0	8	4800	3	0	8
仙鹤·热血宝扇	2540	1	0	0	5	3480	14	0	0	8	6000	3	0	8
神雕·热血战刃	0	0	0	0	8	3500	14	0	0	8	3600	3	0	8
神雕·热血权杖	2540	1	0	0	5	3520	14	0	0	8	4800	3	0	8
神雕·热血宝扇	2540	1	0	0	5	3480	14	0	0	8	6000	3	0	8
朱雀·热血战刃	0	0	0	0	8	3500	14	0	0	8	3600	3	0	8
朱雀·热血权杖	2540	1	0	0	5	3520	14	0	0	8	4800	3	0	8
朱雀·热血宝扇	2540	1	0	0	5	3480	14	0	0	8	6000	3	0	8
玄武·热血战刃	0	0	0	0	8	3500	14	0	0	8	3600	3	0	8
玄武·热血权杖	2540	1	0	0	5	3520	14	0	0	8	4800	3	0	8
玄武·热血宝扇	2540	1	0	0	5	3480	14	0	0	8	6000	3	0	8
白虎·热血战刃	0	0	0	0	8	3500	14	0	0	8	3600	3	0	8
白虎·热血权杖	2540	1	0	0	5	3520	14	0	0	8	4800	3	0	8
白虎·热血宝扇	2540	1	0	0	5	3480	14	0	0	8	6000	3	0	8
青龙·热血战刃	0	0	0	0	8	3500	14	0	0	8	3600	3	0	8
青龙·热血权杖	2540	1	0	0	5	3520	14	0	0	8	4800	3	0	8
青龙·热血宝扇	2540	1	0	0	5	3480	14	0	0	8	6000	3	0	8
飞燕·真龙战刃	0	0	0	0	8	1090	10	0	0	5	21600	6	0	8
飞燕·真龙权杖	0	0	0	0	8	1170	10	0	0	5	22800	6	0	8
飞燕·真龙宝扇	0	0	0	0	8	1120	10	0	0	5	24000	6	0	8
仙鹤·真龙战刃	0	0	0	0	8	1090	10	0	0	5	21600	6	0	8
仙鹤·真龙权杖	0	0	0	0	8	1170	10	0	0	5	22800	6	0	8
仙鹤·真龙宝扇	0	0	0	0	8	1120	10	0	0	5	24000	6	0	8
神雕·真龙战刃	0	0	0	0	8	1090	10	0	0	5	21600	6	0	8
神雕·真龙权杖	0	0	0	0	8	1170	10	0	0	5	22800	6	0	8
神雕·真龙宝扇	0	0	0	0	8	1120	10	0	0	5	24000	6	0	8
朱雀·真龙战刃	0	0	0	0	8	1090	10	0	0	5	21600	6	0	8
朱雀·真龙权杖	0	0	0	0	8	1170	10	0	0	5	22800	6	0	8
朱雀·真龙宝扇	0	0	0	0	8	1120	10	0	0	5	24000	6	0	8
玄武·真龙战刃	0	0	0	0	8	1090	10	0	0	5	21600	6	0	8
玄武·真龙权杖	0	0	0	0	8	1170	10	0	0	5	22800	6	0	8
玄武·真龙宝扇	0	0	0	0	8	1120	10	0	0	5	24000	6	0	8
白虎·真龙战刃	0	0	0	0	8	1090	10	0	0	5	21600	6	0	8
白虎·真龙权杖	0	0	0	0	8	1170	10	0	0	5	22800	6	0	8
白虎·真龙宝扇	0	0	0	0	8	1120	10	0	0	5	24000	6	0	8
青龙·真龙战刃	0	0	0	0	8	1090	10	0	0	5	21600	6	0	8
青龙·真龙权杖	0	0	0	0	8	1170	10	0	0	5	22800	6	0	8
青龙·真龙宝扇	0	0	0	0	8	1120	10	0	0	5	24000	6	0	8
飞燕·天成战刃	65535	0	0	0	0	1100	10	0	0	5	25200	6	0	8
飞燕·天成权杖	65535	0	0	0	0	1180	10	0	0	5	26400	6	0	8
飞燕·天成宝扇	65535	0	0	0	0	1140	11	0	0	5	27600	6	0	8
仙鹤·天成战刃	65535	0	0	0	0	1100	10	0	0	5	25200	6	0	8
仙鹤·天成权杖	65535	0	0	0	0	1180	10	0	0	5	26400	6	0	8
仙鹤·天成宝扇	65535	0	0	0	0	1140	11	0	0	5	27600	6	0	8
神雕·天成战刃	65535	0	0	0	0	1100	10	0	0	5	25200	6	0	8
神雕·天成权杖	65535	0	0	0	0	1180	10	0	0	5	26400	6	0	8
神雕·天成宝扇	65535	0	0	0	0	1140	11	0	0	5	27600	6	0	8
朱雀·天成战刃	65535	0	0	0	0	1100	10	0	0	5	25200	6	0	8
朱雀·天成权杖	65535	0	0	0	0	1180	10	0	0	5	26400	6	0	8
朱雀·天成宝扇	65535	0	0	0	0	1140	11	0	0	5	27600	6	0	8
玄武·天成战刃	65535	0	0	0	0	1100	10	0	0	5	25200	6	0	8
玄武·天成权杖	65535	0	0	0	0	1180	10	0	0	5	26400	6	0	8
玄武·天成宝扇	65535	0	0	0	0	1140	11	0	0	5	27600	6	0	8
白虎·天成战刃	65535	0	0	0	0	1100	10	0	0	5	25200	6	0	8
白虎·天成权杖	65535	0	0	0	0	1180	10	0	0	5	26400	6	0	8
白虎·天成宝扇	65535	0	0	0	0	1140	11	0	0	5	27600	6	0	8
青龙·天成战刃	65535	0	0	0	0	1100	10	0	0	5	25200	6	0	8
青龙·天成权杖	65535	0	0	0	0	1100	10	0	0	5	25200	6	0	8
青龙·天成宝扇	65535	0	0	0	0	1140	11	0	0	5	27600	6	0	8
飞燕·皓宇宝扇	65535	0	0	0	8	970	18	0	0	5	6000	6	0	4
飞燕·皓宇权杖	65535	0	0	0	8	1040	18	0	0	5	4800	6	0	8
飞燕·皓宇战刃	65535	0	0	0	8	900	18	0	0	5	3600	6	0	8
仙鹤·皓宇宝扇	65535	0	0	0	8	970	18	0	0	5	6000	6	0	4
仙鹤·皓宇权杖	65535	0	0	0	8	1040	18	0	0	5	4800	6	0	8
仙鹤·皓宇战刃	65535	0	0	0	8	900	18	0	0	5	3600	6	0	8
神雕·皓宇宝扇	65535	0	0	0	8	970	18	0	0	5	6000	6	0	4
神雕·皓宇权杖	65535	0	0	0	8	1040	18	0	0	5	4800	6	0	8
神雕·皓宇战刃	65535	0	0	0	8	900	18	0	0	5	3600	6	0	8
朱雀·皓宇宝扇	65535	0	0	0	8	970	18	0	0	5	6000	6	0	4
朱雀·皓宇权杖	65535	0	0	0	8	1040	18	0	0	5	4800	6	0	8
朱雀·皓宇战刃	65535	0	0	0	8	900	18	0	0	5	3600	6	0	8
玄武·皓宇宝扇	65535	0	0	0	8	970	18	0	0	5	6000	6	0	4
玄武·皓宇权杖	65535	0	0	0	8	1040	18	0	0	5	4800	6	0	8
玄武·皓宇战刃	65535	0	0	0	8	900	18	0	0	5	3600	6	0	8
白虎·皓宇宝扇	65535	0	0	0	8	970	18	0	0	5	6000	6	0	4
白虎·皓宇权杖	65535	0	0	0	8	1040	18	0	0	5	4800	6	0	8
白虎·皓宇战刃	65535	0	0	0	8	900	18	0	0	5	3600	6	0	8
青龙·皓宇宝扇	65535	0	0	0	8	970	18	0	0	5	6000	6	0	4
青龙·皓宇权杖	65535	0	0	0	8	1040	18	0	0	5	4800	6	0	8
青龙·皓宇战刃	65535	0	0	0	8	900	18	0	0	5	3600	6	0	8
狂化热血战刃	0	0	0	0	8	3500	14	0	0	8	3600	3	0	8
神铸热血权杖	2540	1	0	0	5	3520	14	0	0	8	4800	3	0	8
轮回热血宝扇	2540	1	0	0	5	3480	14	0	0	8	6000	3	0	8
热血重生甲(男)	0	0	0	0	8	0	0	0	0	8	0	3	0	8
热血重生甲(女)	0	0	0	0	8	0	0	0	0	8	0	3	0	8
热血重生衣(男)	2540	1	0	0	5	3366	1	0	0	8	1200	3	0	8
热血重生衣(女)	2540	1	0	0	5	3365	1	0	0	8	1200	3	0	8
热血重生袍(男)	2540	1	0	0	5	3368	1	0	0	8	2400	3	0	8
热血重生袍(女)	2540	1	0	0	5	3367	1	0	0	8	2400	3	0	8
热血战刃	0	0	0	0	8	3500	14	0	0	8	3600	3	0	8
热血权杖	65535	1	0	0	5	3520	14	0	0	8	4800	3	0	8
热血宝扇	65535	1	0	0	5	3480	14	0	0	8	6000	3	0	8
热血战甲(男)	0	0	0	0	8	0	0	0	0	8	0	3	0	8
热血战甲(女)	0	0	0	0	8	0	0	0	0	8	0	3	0	8
热血道袍(女)	65535	1	0	0	5	3367	1	0	0	8	2400	3	0	8
热血道袍(男)	65535	1	0	0	5	3368	1	0	0	8	2400	3	0	8
热血魔衣(女)	65535	1	0	0	5	3365	1	0	0	8	1200	3	0	8
热血魔衣(男)	65535	1	0	0	5	3366	1	0	0	8	1200	3	0	8
热血斗笠	65535	1	0	0	5	3356	14	0	0	8	65535	3	0	8
神龙战刃	0	0	0	0	8	3820	18	0	0	8	14400	3	0	8
神龙权杖	0	0	0	0	8	3860	18	0	0	8	16800	3	0	8
神龙宝扇	0	0	0	0	8	3840	18	0	0	8	15600	3	0	8
神龙战甲(男)	0	0	0	0	8	3800	8	0	0	8	13200	3	0	8
神龙战甲(女)	0	0	0	0	8	3800	8	0	0	8	13800	3	0	8
神龙魔衣(男)	0	0	0	0	8	3800	8	0	0	8	13200	3	0	8
神龙魔衣(女)	0	0	0	0	8	3800	8	0	0	8	13800	3	0	8
神龙道袍(男)	0	0	0	0	8	3800	8	0	0	8	13200	3	0	8
神龙道袍(女)	0	0	0	0	8	3800	8	0	0	8	13800	3	0	8
巅峰战勋	0	0	0	0	8	3910	10	0	0	8	0	0	0	8
巅峰法勋	0	0	0	0	8	3910	10	0	0	8	0	0	0	8
巅峰道勋	0	0	0	0	8	3910	10	0	0	8	0	0	0	8
复活戒指　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
龙陨之戒　	754	0	0	0	1	754	1	-12	-13	2	65535	0	0	8
至尊乾坤戒指　	754	0	0	0	1	754	1	-12	-13	2	65535	0	0	8
天之复生戒指　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
地之复生戒指　	754	0	0	0	1	754	1	-12	-13	2	65535	0	0	8
人之复生戒指　	754	0	0	0	1	754	1	-12	-13	2	65535	0	0	8
降龙神戒　	754	0	0	0	1	754	1	-12	-13	2	65535	0	0	8
重生戒指　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
邪眼麻痹神戒　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
邪眼麻痹戒指　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
至尊麻痹神戒　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
魔道八卦神戒　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
魔道聚魔神戒　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
复活护腕　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
重生护腕　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
至尊麻痹护腕　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
魔道八卦护腕　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
魔道聚魔护腕　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
八卦护身护腕　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙项链(战)　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙项链(法)　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙项链(道)　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙护腕(战)　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙护腕(法)　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙护腕(道)　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙腰带(战)　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙腰带(法)　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙腰带(道)　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙战勋　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙法勋　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙道勋　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙战戒　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙魔戒　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙道戒　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙战靴　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙魔靴　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
神龙道靴　	756	0	0	0	1	756	1	-12	-13	2	65535	0	0	8
热血项链(战)　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血项链(法)　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血项链(道)　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血护腕(战)　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血护腕(法)　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血护腕(道)　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血腰带(战)　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血腰带(法)　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血腰带(道)　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血战勋　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血法勋　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血道勋　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血战戒　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血魔戒　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血道戒　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血战靴　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血魔靴　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
热血道靴　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
乾坤腰带　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
白曰门乾坤腰带	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
七级军鼓(战)　	754	0	0	0	1	754	1	-12	-13	2	65535	0	0	8
七级军鼓(法)　	754	0	0	0	1	754	1	-12	-13	2	65535	0	0	8
七级军鼓(道)　	754	0	0	0	1	754	1	-12	-13	2	65535	0	0	8
八级军鼓(战)　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
八级军鼓(法)　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
八级军鼓(道)　	752	0	0	0	1	752	1	-12	-13	2	65535	0	0	8
至尊传奇印(战)	0	0	0	0	0	0	1	-12	-13	2	65535	5	0	8
至尊传奇印(道)	0	0	0	0	0	0	1	-12	-13	2	65535	5	0	8
至尊传奇印(法)	0	0	0	0	0	0	1	-12	-13	2	65535	5	0	8
神蛇战刃	0	0	0	0	0	1370	12	0	0	5	3600	7	0	4
神蛇权杖	0	0	0	0	0	1450	10	80	55	5	4800	7	0	4
神蛇宝扇	0	0	0	0	0	1410	12	0	0	5	6000	7	0	4
灵蛇战刃	0	0	0	0	0	1350	12	0	0	5	0	7	0	4
灵蛇权杖	0	0	0	0	0	1430	10	0	0	5	1200	7	0	4
灵蛇宝扇	0	0	0	0	0	1390	12	0	0	5	2400	7	0	4
神蛇战甲(男)	0	0	0	0	0	1330	12	0	0	5	2400	5	0	4
神蛇战甲(女)	0	0	0	0	0	1330	12	0	0	5	2400	5	0	4
神蛇魔衣(男)	0	0	0	0	0	1330	12	0	0	5	2400	5	0	4
神蛇魔衣(女)	0	0	0	0	0	1330	12	0	0	5	2400	5	0	4
神蛇道袍(男)	0	0	0	0	0	1330	12	0	0	5	2400	5	0	4
神蛇道袍(女)	0	0	0	0	0	1330	12	0	0	5	2400	5	0	4
灵蛇战甲(男)	0	0	0	0	0	1330	12	0	0	5	1200	5	0	4
灵蛇战甲(女)	0	0	0	0	0	1330	12	0	0	5	1200	5	0	4
灵蛇魔衣(男)	0	0	0	0	0	1330	12	0	0	5	1200	5	0	4
灵蛇魔衣(女)	0	0	0	0	0	1330	12	0	0	5	1200	5	0	4
灵蛇道袍(男)	0	0	0	0	0	1330	12	0	0	5	1200	5	0	4
灵蛇道袍(女)	0	0	0	0	0	1330	12	0	0	5	1200	5	0	4
龙腾天下(男)	0	0	0	0	0	1460	18	0	0	5	3600	5	0	4
龙腾天下(女)	0	0	0	0	0	1460	18	0	0	5	3600	5	0	4
神圣天龙(男)	0	0	0	0	0	3968	18	0	0	8	65535	0	0	8
神圣天龙(女)	0	0	0	0	0	3968	18	0	0	8	65535	0	0	8
九天彩凤(男)	0	0	0	0	0	3950	18	0	0	8	65535	0	0	8
九天彩凤(女)	0	0	0	0	0	3950	18	0	0	8	65535	0	0	8
银装素裹(人)	65535	0	0	0	0	65535	0	0	0	0	2400	1	0	8
银装素裹(地)	65535	0	0	0	0	65535	0	0	0	0	2400	1	0	8
粉妆玉砌(人)	65535	0	0	0	0	65535	0	0	0	0	3000	1	0	8
粉妆玉砌(地)	65535	0	0	0	0	65535	0	0	0	0	3000	1	0	8
传奇神剑	65535	1	0	0	5	2530	8	0	0	8	8400	1	0	4
传奇宝扇	65535	1	0	0	5	2550	10	0	0	8	9600	1	0	4
传奇魔杖	65535	1	0	0	5	2560	10	0	0	8	10800	1	0	4
传奇神甲(男)	65535	0	0	0	1	2541	1	0	0	8	7200	1	0	8
传奇神甲(女)	65535	0	0	0	1	2543	1	0	0	8	7800	1	0	8
主宰神剑	65535	0	0	0	1	2427	1	0	0	8	6000	1	0	4
主宰神甲(男)	65535	0	0	0	1	2425	1	0	0	8	4800	1	0	4
主宰神甲(女)	65535	0	0	0	1	2426	1	0	0	8	5400	1	0	4
人之巅峰勋章	0	0	0	0	8	3910	10	0	0	8	65535	0	0	8
地之巅峰勋章	0	0	0	0	8	3910	10	0	0	8	65535	0	0	8
天之巅峰勋章	0	0	0	0	8	3910	10	0	0	8	65535	0	0	8
天成项链(战)	1800	20	-33	-35	3	1800	20	-31	-36	3	65535	0	0	8
天成战勋	1800	20	-33	-35	3	1800	20	-31	-36	3	65535	0	0	8
天成护腕(战)	1800	20	-33	-35	3	1800	20	-31	-36	3	65535	0	0	8
天成战戒	1800	20	-33	-35	3	1800	20	-31	-36	3	65535	0	0	8
天成腰带(战)	1800	20	-33	-35	3	1800	20	-31	-36	3	65535	0	0	8
天成战靴	1800	20	-33	-35	3	1800	20	-31	-36	3	65535	0	0	8
天成战盔	1800	20	-33	-35	3	1800	20	43	-45	3	65535	0	0	8
天成项链(法)	1800	20	-33	-35	3	1800	20	-31	-36	3	65535	0	0	8
天成法勋	1800	20	-33	-35	3	1800	20	-31	-36	3	65535	0	0	8
天成护腕(法)	1800	20	-33	-35	3	1800	20	-31	-36	3	65535	0	0	8
天成魔戒	1800	20	-33	-35	3	1800	20	-31	-36	3	65535	0	0	8
