;物品特效配置文件
倚天道袍(女)	65535	0	0	0	25	65535	0	0	0	25	3000	31	0	8	-1	0	0	0	0
辉煌战甲(男)	65535	0	0	0	25	65535	0	0	0	25	3600	31	0	8	-1	0	0	0	0
辉煌战甲(女)	65535	0	0	0	25	65535	0	0	0	25	4200	31	0	8	-1	0	0	0	0
辉煌道袍(男)	65535	0	0	0	25	65535	0	0	0	25	3600	31	0	8	-1	0	0	0	0
辉煌道袍(女)	65535	0	0	0	25	65535	0	0	0	25	4200	31	0	8	-1	0	0	0	0
辉煌魔衣(男)	65535	0	0	0	25	65535	0	0	0	25	3600	31	0	8	-1	0	0	0	0
辉煌魔衣(女)	65535	0	0	0	25	65535	0	0	0	25	4200	31	0	8	-1	0	0	0	0
主宰神剑	65535	0	0	0	25	2427	1	0	0	25	6000	31	0	8	-1	0	0	0	0
主宰神甲(男)	65535	0	0	0	255	2425	1	0	0	25	4800	31	0	8	-1	0	0	0	0
主宰神甲(女)	65535	0	0	0	255	2426	1	0	0	25	5400	31	0	8	-1	0	0	0	0
主宰项链	65535	0	0	0	25	550	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0
主宰勋章	65535	0	0	0	25	590	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0
主宰护腕	65535	0	0	0	25	540	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0
主宰之戒	65535	0	0	0	25	530	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0
主宰腰带	65535	0	0	0	25	570	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0
主宰之靴	65535	0	0	0	29	560	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0
天龙印	65535	0	0	0	25	2650	15	-10	-14	25	-1	30	0	8	-1	0	0	0	0
火龙印	65535	0	0	0	25	2630	15	-8	-14	25	-1	30	0	8	-1	0	0	0	0
高级火龙印	65535	0	0	0	25	2630	15	-8	-14	25	-1	30	0	8	-1	0	0	0	0
极品火龙印	65535	0	0	0	25	2630	15	-8	-14	25	-1	30	0	8	-1	0	0	0	0
人之极品火龙印	65535	0	0	0	25	2630	15	-8	-14	25	-1	30	0	8	-1	0	0	0	0
地之极品火龙印	65535	0	0	0	25	2630	15	-8	-14	25	-1	30	0	8	-1	0	0	0	0
天之极品火龙印	65535	0	0	0	25	2630	15	-8	-14	25	-1	30	0	8	-1	0	0	0	0
1级王者印	65535	0	0	0	25	2630	15	-8	-14	25	-1	30	0	8	-1	0	0	0	0
2级王者印	65535	0	0	0	25	2630	15	-8	-14	25	-1	30	0	8	-1	0	0	0	0
3级王者印	65535	0	0	0	25	2630	15	-8	-14	25	-1	30	0	8	-1	0	0	0	0
4级王者印	65535	0	0	0	25	2630	15	-8	-14	25	-1	30	0	8	-1	0	0	0	0
5级王者印	65535	0	0	0	25	2630	15	-8	-14	25	-1	30	0	8	-1	0	0	0	0
天外飞仙	65535	0	0	0	25	2600	20	0	0	25	-1	30	0	8	-1	0	0	0	0
传奇神剑	65535	0	0	0	25	2530	8	0	0	25	8400	31	0	8	-1	0	0	0	0
传奇魔杖	65535	0	0	0	25	2560	10	0	0	25	10800	31	0	8	-1	0	0	0	0
传奇宝扇	65535	0	0	0	25	2550	10	0	0	25	9600	31	0	8	-1	0	0	0	0
传奇神甲(男)	65535	0	0	0	25	2541	1	0	0	25	7200	31	0	8	-1	0	0	0	0
传奇神甲(女)	65535	0	0	0	25	2543	1	0	0	25	7800	31	0	8	-1	0	0	0	0
龙卫之剑	65535	0	0	0	25	2850	16	0	0	25	13200	31	0	8	-1	0	0	0	0
热血战刃	65535	0	0	0	25	3500	14	0	0	25	3600	32	0	8	-1	0	0	0	0
热血战甲(男)	65535	0	0	0	25	65535	0	0	0	25	0	32	0	8	-1	0	0	0	0
热血战甲(女)	65535	0	0	0	25	65535	0	0	0	25	600	32	0	8	-1	0	0	0	0
热血魔杖	65535	0	0	0	25	3520	14	0	0	25	4800	32	0	8	-1	0	0	0	0
热血魔衣(男)	65535	0	0	0	25	65535	0	0	0	25	1200	32	0	8	-1	0	0	0	0
热血魔衣(女)	65535	0	0	0	25	65535	0	0	0	25	1800	32	0	8	-1	0	0	0	0
热血宝扇	65535	0	0	0	25	3480	14	0	0	25	6000	32	0	8	-1	0	0	0	0
热血道袍(男)	65535	0	0	0	25	65535	0	0	0	25	2400	32	0	8	-1	0	0	0	0
热血道袍(女)	65535	0	0	0	25	65535	0	0	0	25	3000	32	0	8	-1	0	0	0	0
热血战盔	3580	26	-22	-22	25	3580	26	53	-35	25	-1	32	0	8	-1	0	0	0	0
热血法冠	3580	26	-22	-22	25	3580	26	53	-35	25	-1	32	0	8	-1	0	0	0	0
热血道盔	3580	26	-22	-22	25	3580	26	53	-35	25	-1	32	0	8	-1	0	0	0	0
热血项链(战)	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血项链(法)	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血项链(道)	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血战勋	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血法勋	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血道勋	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血护腕(战)	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血护腕(法)	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血护腕(道)	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血战戒	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血魔戒	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血道戒	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血腰带(战)	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血腰带(法)	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血腰带(道)	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血战靴	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血魔靴	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
热血道靴	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0
狂化热血战刃	65535	0	0	0	25	3500	14	0	0	25	3600	32	0	8	-1	0	0	0	0
热血重生甲(男)	65535	0	0	0	25	65535	0	0	0	25	0	32	0	8	-1	0	0	0	0
热血重生甲(女)	65535	0	0	0	25	65535	0	0	0	25	600	32	0	8	-1	0	0	0	0
神铸热血魔杖	65535	0	0	0	25	3520	14	0	0	25	4800	32	0	8	-1	0	0	0	0
热血重生衣(男)	65535	0	0	0	25	65535	0	0	0	25	1200	32	0	8	-1	0	0	0	0
热血重生衣(女)	65535	0	0	0	25	65535	0	0	0	25	1800	32	0	8	-1	0	0	0	0
轮回热血宝扇	65535	0	0	0	25	3480	14	0	0	25	6000	32	0	8	-1	0	0	0	0
热血重生袍(男)	65535	0	0	0	25	65535	0	0	0	25	2400	32	0	8	-1	0	0	0	0
热血重生袍(女)	65535	0	0	0	25	65535	0	0	0	25	3000	32	0	8	-1	0	0	0	0
麻痹戒指	2010	20	-35	-36	24	2010	20	-33	-36	24	-1	31	0	8	-1	0	0	0	0
复活戒指	2010	20	-32	-34	24	2010	20	-30	-34	24	-1	31	0	8	-1	0	0	0	0
护身戒指	2010	20	-33	-39	24	2010	20	-32	-38	24	-1	31	0	8	-1	0	0	0	0
皓天战刃	65535	0	0	0	25	3630	18	0	0	25	8400	32	0	8	-1	0	0	0	0
皓天权杖	65535	0	0	0	25	3650	18	0	0	25	10800	32	0	8	-1	0	0	0	0
皓天宝扇	65535	0	0	0	25	3610	18	0	0	25	9600	32	0	8	-1	0	0	0	0
皓天战甲(男)	65535	0	0	0	25	3550	10	0	0	25	7200	32	0	8	-1	0	0	0	0
皓天战甲(女)	65535	0	0	0	25	3550	10	0	0	25	7800	32	0	8	-1	0	0	0	0
皓天魔衣(男)	65535	0	0	0	25	3550	10	0	0	25	7200	32	0	8	-1	0	0	0	0
皓天魔衣(女)	65535	0	0	0	25	3550	10	0	0	25	7800	32	0	8	-1	0	0	0	0
皓天道袍(男)	65535	0	0	0	25	3550	10	0	0	25	7200	32	0	8	-1	0	0	0	0
皓天道袍(女)	65535	0	0	0	25	3550	10	0	0	25	7800	32	0	8	-1	0	0	0	0
皓天战盔	640	26	16	16	29	640	26	93	5	29	-1	31	0	8	-1	0	0	0	0
皓天法冠	65535	0	0	0	25	3580	26	54	-32	25	-1	30	0	8	-1	0	0	0	0
皓天道盔	65535	0	0	0	25	3580	26	54	-32	25	-1	30	0	8	-1	0	0	0	0
皓天战勋	65535	0	0	0	25	3580	26	-26	-23	25	-1	30	0	8	-1	0	0	0	0
皓天法勋	65535	0	0	0	25	3580	26	-26	-23	25	-1	30	0	8	-1	0	0	0	0
皓天道勋	65535	0	0	0	25	3580	26	-26	-23	25	-1	30	0	8	-1	0	0	0	0
皓天护腕(战)	65535	0	0	0	25	3580	26	-26	-24	25	-1	30	0	8	-1	0	0	0	0
皓天护腕(法)	65535	0	0	0	25	3580	26	-26	-24	25	-1	30	0	8	-1	0	0	0	0
皓天护腕(道)	65535	0	0	0	25	3580	26	-26	-24	25	-1	30	0	8	-1	0	0	0	0
皓天战戒	65535	0	0	0	25	3580	26	-32	-22	25	-1	30	0	8	-1	0	0	0	0
皓天魔戒	65535	0	0	0	25	3580	26	-32	-22	25	-1	30	0	8	-1	0	0	0	0
皓天道戒	65535	0	0	0	25	3580	26	-32	-22	25	-1	30	0	8	-1	0	0	0	0
皓天腰带(战)	65535	0	0	0	25	3580	26	-21	-24	25	-1	30	0	8	-1	0	0	0	0
皓天腰带(法)	65535	0	0	0	25	3580	26	-21	-24	25	-1	30	0	8	-1	0	0	0	0
皓天腰带(道)	65535	0	0	0	25	3580	26	-21	-24	25	-1	30	0	8	-1	0	0	0	0
皓天战靴	65535	0	0	0	25	3580	26	-21	-24	25	-1	30	0	8	-1	0	0	0	0
皓天魔靴	65535	0	0	0	25	3580	26	-21	-24	25	-1	30	0	8	-1	0	0	0	0
皓天道靴	65535	0	0	0	25	3580	26	-21	-24	25	-1	30	0	8	-1	0	0	0	0
皓天项链(战)	65535	0	0	0	25	3580	26	-26	-18	25	-1	30	0	8	-1	0	0	0	0
皓天项链(法)	65535	0	0	0	25	3580	26	-26	-18	25	-1	30	0	8	-1	0	0	0	0
皓天项链(道)	65535	0	0	0	25	3580	26	-26	-18	25	-1	30	0	8	-1	0	0	0	0
皓宇战刃	65535	0	0	0	25	3630	18	0	0	25	8400	32	0	8	-1	0	0	0	0
皓宇权杖	65535	0	0	0	25	3650	18	0	0	25	10800	32	0	8	-1	0	0	0	0
皓宇宝扇	65535	0	0	0	25	3610	18	0	0	25	9600	32	0	8	-1	0	0	0	0
皓宇战甲(男)	65535	0	0	0	25	1230	10	0	0	29	1200	33	0	4	-1	0	0	0	0
皓宇战甲(女)	65535	0	0	0	25	3550	10	0	0	25	7800	32	0	8	-1	0	0	0	0
皓宇魔衣(男)	65535	0	0	0	25	3550	10	0	0	25	7200	32	0	8	-1	0	0	0	0
皓宇魔衣(女)	65535	0	0	0	25	3550	10	0	0	25	7800	32	0	8	-1	0	0	0	0
皓宇道袍(男)	65535	0	0	0	25	3550	10	0	0	25	7200	32	0	8	-1	0	0	0	0
皓宇道袍(女)	65535	0	0	0	25	3550	10	0	0	25	7800	32	0	8	-1	0	0	0	0
皓宇战盔	65535	0	0	0	25	3580	26	54	-32	25	-1	30	0	8	-1	0	0	0	0
皓宇法冠	65535	0	0	0	25	3580	26	54	-32	25	-1	30	0	8	-1	0	0	0	0
皓宇道盔	65535	0	0	0	25	3580	26	54	-32	25	-1	30	0	8	-1	0	0	0	0
皓宇战勋	65535	0	0	0	25	3580	26	-26	-23	25	-1	30	0	8	-1	0	0	0	0
皓宇法勋	65535	0	0	0	25	3580	26	-26	-23	25	-1	30	0	8	-1	0	0	0	0
皓宇道勋	65535	0	0	0	25	3580	26	-26	-23	25	-1	30	0	8	-1	0	0	0	0
皓宇护腕(战)	65535	0	0	0	25	3580	26	-26	-24	25	-1	30	0	8	-1	0	0	0	0
皓宇护腕(法)	65535	0	0	0	25	3580	26	-26	-24	25	-1	30	0	8	-1	0	0	0	0
皓宇护腕(道)	65535	0	0	0	25	3580	26	-26	-24	25	-1	30	0	8	-1	0	0	0	0
皓宇战戒	65535	0	0	0	25	3580	26	-32	-22	25	-1	30	0	8	-1	0	0	0	0
皓宇魔戒	65535	0	0	0	25	3580	26	-32	-22	25	-1	30	0	8	-1	0	0	0	0
皓宇道戒	65535	0	0	0	25	3580	26	-32	-22	25	-1	30	0	8	-1	0	0	0	0
皓宇腰带(战)	65535	0	0	0	25	3580	26	-21	-24	25	-1	30	0	8	-1	0	0	0	0
皓宇腰带(法)	65535	0	0	0	25	3580	26	-21	-24	25	-1	30	0	8	-1	0	0	0	0
皓宇腰带(道)	65535	0	0	0	25	3580	26	-21	-24	25	-1	30	0	8	-1	0	0	0	0
皓宇战靴	65535	0	0	0	25	3580	26	-21	-24	25	-1	30	0	8	-1	0	0	0	0
皓宇法靴	65535	0	0	0	25	3580	26	-21	-24	25	-1	30	0	8	-1	0	0	0	0
皓宇道靴	65535	0	0	0	25	3580	26	-21	-24	25	-1	30	0	8	-1	0	0	0	0
皓宇项链(战)	65535	0	0	0	25	3580	26	-26	-18	25	-1	30	0	8	-1	0	0	0	0
皓宇项链(法)	65535	0	0	0	25	3580	26	-26	-18	25	-1	30	0	8	-1	0	0	0	0
皓宇项链(道)	65535	0	0	0	25	3580	26	-26	-18	25	-1	30	0	8	-1	0	0	0	0
皓尊战刃	65535	0	0	0	25	920	18	0	0	29	7200	37	0	4	-1	0	0	0	0
皓尊权杖	65535	0	0	0	25	1060	18	0	0	29	8400	37	0	4	-1	0	0	0	0
皓尊宝扇	65535	0	0	0	25	990	18	0	0	29	9600	37	0	4	-1	0	0	0	0
皓尊战甲(男)	65535	0	0	0	25	1260	10	0	0	29	2400	33	0	4	-1	0	0	0	0
皓尊战甲(女)	65535	0	0	0	25	1270	10	0	0	29	3000	33	0	4	-1	0	0	0	0
皓尊魔衣(男)	65535	0	0	0	25	1260	10	0	0	29	2400	33	0	4	-1	0	0	0	0
皓尊魔衣(女)	65535	0	0	0	25	1270	10	0	0	29	3000	33	0	4	-1	0	0	0	0
皓尊道袍(男)	65535	0	0	0	25	1260	10	0	0	29	2400	33	0	4	-1	0	0	0	0
皓尊道袍(女)	65535	0	0	0	25	1270	10	0	0	29	3000	33	0	4	-1	0	0	0	0
皓尊战戒	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊护腕(战)	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊战盔	720	26	16	16	29	720	26	93	5	29	-1	31	0	8	-1	0	0	0	0
皓尊项链(战)	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊腰带(战)	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊战靴	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊战勋	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊魔戒	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊护腕(法)	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊法冠	720	26	16	16	29	720	26	93	5	29	-1	31	0	8	-1	0	0	0	0
皓尊项链(法)	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊腰带(法)	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊魔靴	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊法勋	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊道戒	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊护腕(道)	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊道盔	720	26	16	16	29	720	26	93	5	29	-1	31	0	8	-1	0	0	0	0
皓尊项链(道)	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊腰带(道)	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊道靴	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
皓尊道勋	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0
神龙战甲(男)	0	0	0	0	25	3800	8	0	0	25	13200	32	0	8	-1	0	0	0	0
神龙战甲(女)	0	0	0	0	25	3800	8	0	0	25	13800	32	0	8	-1	0	0	0	0
神龙魔衣(男)	0	0	0	0	25	3800	8	0	0	25	13200	32	0	8	-1	0	0	0	0
神龙魔衣(女)	0	0	0	0	25	3800	8	0	0	25	13800	32	0	8	-1	0	0	0	0
神龙道袍(男)	0	0	0	0	25	3800	8	0	0	25	13200	32	0	8	-1	0	0	0	0
神龙道袍(女)	0	0	0	0	25	3800	8	0	0	25	13800	32	0	8	-1	0	0	0	0
神龙战刃	0	0	0	0	25	3820	18	0	0	25	14400	32	0	8	-1	0	0	0	0
神龙宝扇	0	0	0	0	25	3840	18	0	0	25	15600	32	0	8	-1	0	0	0	0
神龙权杖	0	0	0	0	25	3860	18	0	0	25	16800	32	0	8	-1	0	0	0	0
天下第一战甲	0	0	0	0	25	3680	8	0	0	25	12000	32	0	8	-1	0	0	0	0
天下第一战袍	0	0	0	0	25	3690	8	0	0	25	12600	32	0	8	-1	0	0	0	0
天下第一魔甲	0	0	0	0	25	3680	8	0	0	25	12000	32	0	8	-1	0	0	0	0
天下第一魔袍	0	0	0	0	25	3690	8	0	0	25	12600	32	0	8	-1	0	0	0	0
天下第一道甲	0	0	0	0	25	3680	8	0	0	25	12000	32	0	8	-1	0	0	0	0
天下第一道袍	0	0	0	0	25	3690	8	0	0	25	12600	32	0	8	-1	0	0	0	0
主宰印	65535	0	0	0	25	3910	10	0	0	25	-1	30	0	8	-1	0	0	0	0
八级军鼓(法)	65535	0	0	0	25	3910	10	0	0	25	-1	30	0	8	-1	0	0	0	0
八级军鼓(道)	65535	0	0	0	25	3910	10	0	0	25	-1	30	0	8	-1	0	0	0	0
八级军鼓(战)	65535	0	0	0	25	3910	10	0	0	25	-1	30	0	8	-1	0	0	0	0
九级军鼓(战)	720	26	18	18	29	720	26	18	18	29	-1	32	1	8	-1	0	0	0	0
九级军鼓(法)	720	26	18	18	29	720	26	18	18	29	-1	32	1	8	-1	0	0	0	0
九级军鼓(道)	720	26	18	18	29	720	26	18	18	29	-1	32	1	8	-1	0	0	0	0
十级军鼓(战)	720	26	18	18	29	720	26	18	18	29	-1	32	1	8	-1	0	0	0	0
十级军鼓(法)	720	26	18	18	29	720	26	18	18	29	-1	32	1	8	-1	0	0	0	0
十级军鼓(道)	720	26	18	18	29	720	26	18	18	29	-1	32	1	8	-1	0	0	0	0
皓月印(战)	720	26	18	18	29	720	26	18	18	29	-1	32	1	8	-1	0	0	0	0
皓月印(法)	720	26	18	18	29	720	26	18	18	29	-1	32	1	8	-1	0	0	0	0
皓月印(道)	720	26	18	18	29	720	26	18	18	29	-1	32	1	8	-1	0	0	0	0
神龙印(战)	720	26	18	18	29	720	26	18	18	29	-1	32	1	8	-1	0	0	0	0
神龙印(法)	720	26	18	18	29	720	26	18	18	29	-1	32	1	8	-1	0	0	0	0
神龙印(道)	720	26	18	18	29	720	26	18	18	29	-1	32	1	8	-1	0	0	0	0
极品主宰神剑	65535	0	0	0	25	2427	1	0	0	25	6000	31	0	8	-1	0	0	0	0
极品主宰甲(男)	65535	0	0	0	21	2425	1	0	0	25	4800	31	0	8	-1	0	0	0	0
极品主宰甲(女)	65535	0	0	0	255	2426	1	0	0	25	5400	31	0	8	-1	0	0	0	0
极品主宰项链	65535	0	0	0	25	550	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0
极品主宰勋章	65535	0	0	0	25	590	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0
极品主宰护腕	65535	0	0	0	25	540	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0
极品主宰之戒	65535	0	0	0	25	530	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0
极品主宰腰带	65535	0	0	0	25	570	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0
极品主宰之靴	65535	0	0	0	29	560	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0
极品传奇神剑	65535	0	0	0	25	2530	8	0	0	25	8400	31	0	8	-1	0	0	0	0
极品传奇魔杖	65535	0	0	0	25	2560	10	0	0	25	10800	31	0	8	-1	0	0	0	0
极品传奇宝扇	65535	0	0	0	25	2550	10	0	0	25	9600	31	0	8	-1	0	0	0	0
极品传奇甲(男)	0	0	10	10	21	2541	1	0	0	25	7200	31	0	8	-1	0	0	0	0
极品传奇甲(女)	0	0	10	10	21	2543	1	0	0	25	7800	31	0	8	-1	0	0	0	0
顶级传奇神剑	65535	0	0	0	25	2530	8	0	0	25	8400	31	0	8	-1	0	0	0	0
