;物品特效配置文件
21	倚天	65535	0	0	0	25	1890	10	0	0	25	1200	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
22	倚天战甲(男)	65535	0	0	0	25	65535	0	0	0	25	2400	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
23	倚天战甲(女)	65535	0	0	0	25	65535	0	0	0	25	3000	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
24	辉煌战甲(男)	65535	0	0	0	25	65535	0	0	0	25	3600	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
25	辉煌战甲(女)	65535	0	0	0	25	65535	0	0	0	25	4200	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
26	主宰神剑	65535	0	0	0	25	2427	1	0	0	25	6000	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
27	主宰神甲(男)	65535	0	0	0	255	2425	1	0	0	25	4800	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
28	主宰神甲(女)	65535	0	0	0	255	2426	1	0	0	25	5400	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
29	主宰项链	65535	0	0	0	25	550	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
30	主宰勋章	65535	0	0	0	25	590	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
31	主宰护腕	65535	0	0	0	25	540	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
32	主宰之戒	65535	0	0	0	25	530	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
33	主宰腰带	65535	0	0	0	25	570	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
34	主宰之靴	65535	0	0	0	29	560	10	-4	-4	29	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
35	天龙印	65535	0	0	0	25	2650	15	-10	-14	25	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
36	火龙印	65535	0	0	0	25	2630	15	-8	-14	25	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
37	天外飞仙	65535	0	0	0	25	2600	20	0	0	25	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
38	传奇神剑	65535	0	0	0	25	2530	8	0	0	25	8400	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
39	传奇魔杖	65535	0	0	0	25	2560	10	0	0	25	10800	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
40	传奇宝扇	65535	0	0	0	25	2550	10	0	0	25	9600	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
41	传奇神甲(男)	65535	0	0	0	25	2541	1	0	0	25	7200	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
42	传奇神甲(女)	65535	0	0	0	25	2543	1	0	0	25	7800	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
43	龙卫之剑	65535	0	0	0	25	2850	16	0	0	25	13200	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
44	热血战刃	65535	0	0	0	25	3500	14	0	0	25	3600	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
45	热血战甲(男)	65535	0	0	0	25	65535	0	0	0	25	0	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
46	热血战甲(女)	65535	0	0	0	25	65535	0	0	0	25	600	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
47	热血魔杖	65535	0	0	0	25	3520	14	0	0	25	4800	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
48	热血魔衣(男)	65535	0	0	0	25	65535	0	0	0	25	1200	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
49	热血魔衣(女)	65535	0	0	0	25	65535	0	0	0	25	1800	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
50	热血宝扇	65535	0	0	0	25	3480	14	0	0	25	6000	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
51	热血道袍(男)	65535	0	0	0	25	65535	0	0	0	25	2400	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
52	热血道袍(女)	65535	0	0	0	25	65535	0	0	0	25	3000	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
53	热血战盔	3580	26	-22	-22	25	3580	26	53	-35	25	-1	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
54	热血项链(战)	3580	26	-22	-22	25	3580	26	-22	-22	25	-1	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
55	麻痹戒指	2010	20	-35	-36	24	2010	20	-33	-36	24	-1	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
56	复活戒指	2010	20	-32	-34	24	2010	20	-30	-34	24	-1	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
57	护身戒指	2010	20	-33	-39	24	2010	20	-32	-38	24	-1	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
58	皓天战刃	65535	0	0	0	25	3630	18	0	0	25	8400	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
59	皓天权杖	65535	0	0	0	25	3650	18	0	0	25	10800	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
60	皓天宝扇	65535	0	0	0	25	3610	18	0	0	25	9600	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
61	皓天战甲(男)	65535	0	0	0	25	3550	10	0	0	25	7200	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
62	皓天战甲(女)	65535	0	0	0	25	3550	10	0	0	25	7800	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
63	皓天战盔	640	26	16	16	29	640	26	93	5	29	-1	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
64	皓天法冠	65535	0	0	0	25	3580	26	54	-32	25	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
65	皓天战勋	65535	0	0	0	25	3580	26	-26	-23	25	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
66	皓天护腕(战)	65535	0	0	0	25	3580	26	-26	-24	25	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
67	皓天战戒	65535	0	0	0	25	3580	26	-32	-22	25	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
68	皓天腰带(战)	65535	0	0	0	25	3580	26	-21	-24	25	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
69	皓天项链(战)	65535	0	0	0	25	3580	26	-26	-18	25	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
70	皓宇战甲(男)	65535	0	0	0	25	1230	10	0	0	29	1200	33	0	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
71	皓尊战刃	65535	0	0	0	25	920	18	0	0	29	7200	37	0	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
72	皓尊权杖	65535	0	0	0	25	1060	18	0	0	29	8400	37	0	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
73	皓尊宝扇	65535	0	0	0	25	990	18	0	0	29	9600	37	0	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
74	皓尊战甲(男)	65535	0	0	0	25	1260	10	0	0	29	2400	33	0	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
75	皓尊战甲(女)	65535	0	0	0	25	1270	10	0	0	29	3000	33	0	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
76	皓尊战戒	720	26	16	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
77	皓尊战盔	720	26	16	16	29	720	26	93	5	29	-1	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
78	神龙战甲(男)	0	0	0	0	25	3800	8	0	0	25	13200	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
79	神龙战甲(女)	0	0	0	0	25	3800	8	0	0	25	13800	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
80	神龙战刃	0	0	0	0	25	3820	18	0	0	25	14400	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
81	神龙宝扇	0	0	0	0	25	3840	18	0	0	25	15600	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
82	神龙权杖	0	0	0	0	25	3860	18	0	0	25	16800	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
83	天下第一战甲	0	0	0	0	25	3680	8	0	0	25	12000	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
84	天下第一战袍	0	0	0	0	25	3690	8	0	0	25	12600	32	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
85	主宰印	65535	0	0	0	25	3910	10	0	0	25	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
86	九级军鼓(战)	720	26	18	18	29	720	26	18	18	29	-1	32	1	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
87	极品主宰甲(男)	65535	0	0	0	21	2425	1	0	0	25	4800	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
88	极品传奇甲(男)	0	0	10	10	21	2541	1	0	0	25	7200	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
89	极品传奇甲(女)	0	0	10	10	21	2543	1	0	0	25	7800	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
90	真龙战盔	3580	26	-20	-20	25	3580	26	53	-35	25	-1	32	1	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
91	灵蛇战刃	0	0	0	0	27	1350	12	0	0	29	0	38	1	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
92	灵蛇权杖	0	0	0	0	27	1430	12	0	0	29	1200	38	1	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
93	灵蛇宝扇	0	0	0	0	27	1390	12	5	10	29	2400	38	1	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
94	灵蛇战甲(男)	0	0	0	0	27	1310	12	0	0	29	1200	34	1	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
95	灵蛇战甲(女)	0	0	0	0	27	1310	12	0	0	29	1800	34	1	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
96	灵蛇战戒	1890	20	-33	-35	24	1890	20	-31	-36	24	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
97	灵蛇战盔	1890	20	-33	-35	24	1890	20	43	-45	24	-1	30	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
98	神蛇战刃	0	0	0	0	27	1370	12	0	0	29	3600	38	1	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
99	神蛇权杖	0	0	0	0	27	1450	10	77	55	29	4800	38	1	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
100	神蛇宝扇	0	0	0	0	27	1410	12	0	10	29	6000	38	1	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
101	神蛇战甲(男)	0	0	0	0	27	1330	12	0	0	29	2400	34	1	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
102	神蛇战甲(女)	0	0	0	0	27	1330	12	0	0	29	3000	34	1	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
103	神蛇项链(战)	720	26	15	14	29	720	26	16	14	29	-1	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
104	神蛇护腕(战)	720	26	15	16	29	720	26	16	16	29	-1	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
105	神蛇战戒	720	26	16	15	29	720	26	17	15	29	-1	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
106	神蛇战盔	720	26	15	20	29	720	26	94	0	29	-1	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
107	神蛇腰带(战)	720	26	15	15	29	720	26	16	15	29	-1	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
108	神蛇战勋	720	26	15	13	29	720	26	16	13	29	-1	31	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
109	雄霸天下战甲	0	0	0	0	29	0	0	0	0	29	8400	33	0	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
110	雄霸天下战袍	0	0	0	0	29	0	0	0	0	29	9000	33	0	4	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
111	传奇剑寒芒外形	0	0	0	0	25	760	8	0	0	29	10800	37	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
112	传奇剑落星外形	0	0	0	0	25	770	8	0	0	29	14400	37	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
113	传奇剑天成外形	0	0	0	0	25	780	8	0	0	29	18000	37	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
114	传奇扇寒芒外形	0	0	0	0	25	800	10	0	0	29	12000	37	0	8	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	8	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	150	150
